page_title	selected	notes
April_5	Lipofsky-Rick_Fox.jpg	image was found in the Commons category linked in the Wikidata item
Jerónimo_de_Arbolanche	Retrato de Hieronymo de Arbolanche.png	image was in the Wikidata item
Holme_Bay	Framnes Mountains Satellite Image Map.jpg	image was in the Wikidata item
Asaccus_tangestanensis	Picto_infobox_reptile.png	image was found in the same article for the following wikis: kowiki
142nd_meridian_east	Blue_Marble_Next_Generation_+_topography_+_bathymetry.jpg	image was found in the same article for the following wikis: ruwiki
Moringa_arborea	Bug_on_moringa.JPG	image was found in the same article for the following wikis: viwiki
Minthostachys_verticillata	Planta peperina.jpg	image was in the Wikidata item
Organizing_Committee_of_the_Olympic_and_Paralympic_Games_Rio_2016	Rio_de_Janeiro_2016_press_conference.jpg	image was found in the same article for the following wikis: ptwiki
Hui-bin_Jang	Lady_Jang_Hui-bin.jpg	image was found in the same article for the following wikis: kowiki,thwiki
Nicolaus_Michael_Oppel	Grande_Galerie_de_l'evolution.jpg	image was found in the same article for the following wikis: eowiki,itwiki
B._P._Mandal	Editorial_Amrita_Bazar_Patrika_27_April,1908.jpg	image was found in the Commons category linked in the Wikidata item
HaSolelim	Hasolelim9.JPG	image was in the Wikidata item
Germagno	Verbania_posizione.png	image was found in the same article for the following wikis: tlwiki
Damir_Mehmedovic	SC_Wiener_Neustadt_vs._Team_Wiener_Linien_20190803_(25).jpg	image was found in the Commons category linked in the Wikidata item
Flatschach	Flatschach im Bezirk MT.png	image was in the Wikidata item
Maharees	Maharees_-_geograph.org.uk_-_256194.jpg	image was found in the same article for the following wikis: nnwiki
Nicasio_Safadi	Bóveda de Nicasio Safadi.JPG	image was in the Wikidata item
Psohlavci_(opera)	Karel Kovarovic Vilimek.jpg	image was in the Wikidata item
Nortom	Nortom_-_logo.jpg	image was found in the same article for the following wikis: plwiki
Montaldo_Scarampi	Asti_posizione.png	image was found in the same article for the following wikis: tlwiki
Adriska	Reliefkarte_Estland.png	image was found in the same article for the following wikis: dewiki
Shooting_at_the_2012_Summer_Olympics_–_Women's_10_metre_air_pistol	Royal_Artillery_Barracks_Woolwich.jpg	image was found in the same article for the following wikis: dewiki
Mountrath_Community_School	Mountrath_4273c.jpg	image was found in the same article for the following wikis: euwiki
Hermann_Bosch	Karlsruher_FV_1910.jpg	image was found in the same article for the following wikis: dewiki
Gontran_Cherrier	Gontran Cherrier.jpg	image was in the Wikidata item
Sedriano	Sedriano-MonumentoSeminatore.jpg	image was found in the Commons category linked in the Wikidata item
Greg_Nixon	Greg Nixon Doha 2010.jpg	image was in the Wikidata item
Bolívar_(footballer)	BolivarNH2015.jpg	image was found in the same article for the following wikis: ptwiki
Georgia_in_the_Eurovision_Song_Contest_2010	Sopho_Nizharadze_-_May_2010_Semifinal.jpg	image was found in the same article for the following wikis: itwiki,nlwiki
Poggio-Mezzana	Population_-_Municipality_code_2B242.svg	image was found in the Commons category linked in the Wikidata item
Alyosha_Karamazov	Готовцев Карамазов.jpg	image was in the Wikidata item
Bharikati	Bangladesh_subdistricts.png	image was found in the same article for the following wikis: mswiki
Rayne	RayneDowntown.jpg	image was found in the same article for the following wikis: ptwiki
Estrébœuf	Estrébœuf village.jpg	image was in the Wikidata item
Francesco_Alciati	3207 - Roma - S. Maria degli Angeli - Tomba card. Francesco Alciati - Foto Giovanni Dall'Orto 18-June-2007.jpg	image was in the Wikidata item
Eichendorff-Literaturpreis	Joseph_Eichendorff.jpg	image was found in the same article for the following wikis: cswiki
Las_Pirias_District	Rio_marañon.jpg	image was found in the same article for the following wikis: quwiki
Lex_Gabinia_de_piratis_persequendis	PompeoMagno.jpg	image was found in the same article for the following wikis: eswiki
Bwiti	Mimongo-case-bwiti.jpg	image was found in the same article for the following wikis: frwiki,nowiki
Sana,_Mali	Macina.jpg	image was found in the same article for the following wikis: eswiki
House-Museum_of_Mammed_Said_Ordubadi_(Baku)	Building in Baku where Ordubadi lived.jpg	image was in the Wikidata item
Bunovi	Ravne Njive Bunovi.jpg	image was in the Wikidata item
Orient,_Maine	Orient_In_Use.jpg	image was found in the Commons category linked in the Wikidata item
Television_in_Azerbaijan	CBC.jpg	image was found in the Commons category linked in the Wikidata item
Kenswick,_Worcestershire	Kedges_Wood_-_geograph.org.uk_-_58552.jpg	image was found in the Commons category linked in the Wikidata item
Cornelia_van_Marle	Schilderij - Zwolle - 20230074 - RCE.jpg	image was in the Wikidata item
2013_Valencia_Open_500	Kohlschreiber-Mayer_vs_Isner-Lopez_VLC_-_86.jpeg	image was found in the Commons category linked in the Wikidata item
Grote_Prijs_Jef_Scherens	Grote_Prijs_Jef_Scherens.jpg	image was found in the Commons category linked in the Wikidata item
Fulgencio	San_Fulgencio.jpg	image was found in the same article for the following wikis: eswiki
Savigno	Map_of_comune_of_Savigno_(province_of_Bologna,_region_Emilia-Romagna,_Italy).svg	image was found in the Commons category linked in the Wikidata item
Mikine_Kuwahara	Kuwahara-Mikine-1.jpg	image was found in the same article for the following wikis: jawiki
Christopher_Browning	Christopher_Browning.jpg	image was found in the same article for the following wikis: dewiki
Water_polo_at_the_2017_World_Aquatics_Championships_–_Men's_tournament	Alfréd_Hajós_National_Swimming_Stadium_(air_view).jpg	image was found in the same article for the following wikis: eswiki
List_of_number-one_albums_of_2007_(Canada)	Sarah_McLachlan_29_July_2010.jpg	image was found in the same article for the following wikis: ruwiki
Itapuca	Bandeira_Itapuca.jpg	image was found in the same article for the following wikis: ruwiki,nowiki,ptwiki,eowiki,euwiki,itwiki
Espoir:_Sierra_de_Teruel	Retorno a Max Aub (34555342400).jpg	image was in the Wikidata item
Karel_Boleslav_Jirák	K B Jirák 1929.jpg	image was in the Wikidata item
Majdany,_Piotrków_County	Zabudowa wsi Majdany.JPG	image was in the Wikidata item
Sprite	Polar_bear_with_LOTS_of_band_aids.png	image was found in the Commons category linked in the Wikidata item
Japan_Booksellers'_Award	Lit.jpg	image was found in the same article for the following wikis: zhwiki
Heracleides_(uncle)	Grezia_Handia.jpg	image was found in the same article for the following wikis: euwiki
Utskarpen	Norske_landsdeler_H.png	image was found in the same article for the following wikis: mswiki
Caungula	Angola_Provinces_numbered_300px.png	image was found in the same article for the following wikis: mswiki
Pluvet	Map_commune_FR_insee_code_21487.png	image was found in the Commons category linked in the Wikidata item
1981_in_Greece	1981_class.jpg	image was found in the Commons category linked in the Wikidata item
Ortifus	Guillem_de_Castro_-_Lepant_2015_(2).jpg	image was found in the same article for the following wikis: cawiki
Al-Uruba	Shabiat_Banghazi_since_2007.png	image was found in the same article for the following wikis: trwiki
Coasa_District	Trajesdeluces207.jpg	image was found in the same article for the following wikis: quwiki
Athletics_at_the_1956_Summer_Olympics_–_Women's_shot_put	MCG_(Melbourne_Cricket_Ground).jpg	image was found in the same article for the following wikis: dewiki
Tosb	Van_Castle.jpg	image was found in the same article for the following wikis: hywiki
Julio_Castro_(sport_shooter)	Julio Castro del Rosario.jpg	image was in the Wikidata item
Symphony_No._53_(Haydn)	Potraithaydn2.jpg	image was found in the same article for the following wikis: nlwiki
Valdgale_Parish	Baltā_stārķa_ligzda_Nr.1165,_Valdgales_pagasts,_Talsu_novads,_Latvia_-_panoramio_(1).jpg	image was found in the Commons category linked in the Wikidata item
Aleksander_Gudzowaty	Kaplica_ekumeniczna_rodziny_Gudzowatych_na_cmentarzu_prawosławnym_w_Warszawie.jpg	image was found in the same article for the following wikis: plwiki
Antonio_da_Ponte	Canal Grande Ponte di Rialto.jpg	image was in the Wikidata item
Treaty_of_Habenhausen	Habenhausen Peace-Memorial.jpg	image was in the Wikidata item
Saba_(river)	Lauga_jõgi.png	image was found in the same article for the following wikis: etwiki
Federal_Department	Departamento_Federal_(Entre_Ríos_-_Argentina).png	image was found in the same article for the following wikis: itwiki,nlwiki,frwiki,ruwiki,zhwiki
Casa_de_Campo,_Dominican_Republic	Dominikanische_Republik,_La_Romana_–_Casa_de_Campo_Information_-_panoramio.jpg	image was found in the Commons category linked in the Wikidata item
Ribeira_de_Pena_(Salvador)_e_Santo_Aleixo_de_Além-Tâmega	Igreja_Matriz_de_Ribeira_de_Pena_001.jpg	image was found in the same article for the following wikis: nlwiki
Saint-Julien-lès-Metz	Population_-_Municipality_code_57616.svg	image was found in the Commons category linked in the Wikidata item
Hyposmocoma_mokumana	Necker_island.jpg	image was found in the same article for the following wikis: viwiki
Kathleen_Kauth	Kathleen Kauth 2009.jpg	image was in the Wikidata item
Francisco_de_Távora	D._Francisco_de_Távora,_Conde_de_Alvor_(Archaeological_Survey_of_India,_Goa).png	image was found in the same article for the following wikis: ptwiki
Ejin_Banner	内蒙古 阿拉善盟 居延海湿地公园 - panoramio.jpg	image was in the Wikidata item
Central_Alberta	Red_Deer_-_Aerial_-_downtown_bridges.jpg	image was found in the same article for the following wikis: enwikivoyage
Sümegprága	HUN_Sümegprága_COA.jpg	image was found in the Commons category linked in the Wikidata item
Syresham	Wellies_on^_-_geograph.org.uk_-_450413.jpg	image was found in the Commons category linked in the Wikidata item
Erik_Årsäll	Kaga_Church_2009_Linköping_(1).jpg	image was found in the same article for the following wikis: huwiki
United_Nations_Commission_on_International_Trade_Law	Logo_of_the_United_Nations.png	image was found in the same article for the following wikis: ukwiki,frwiki,dewiki,cawiki,itwiki,eswiki,ruwiki
Turridrupa_armillata	Nosnail.png	image was found in the same article for the following wikis: kawiki
Vendéen	Mouton_vendeen02_SDA2011.JPG	image was found in the same article for the following wikis: frwiki
2010_Mutua_Madrileña_Madrid_Open	Grand_Slam_men's_singles_champions_2010_(2).jpg	image was found in the Commons category linked in the Wikidata item
Ḫannaḫanna	HittiteGoddessAndChildAnatolia15th-13thCenturyBCE.jpg	image was found in the same article for the following wikis: dewiki
Manuel_de_Zumaya	Zumaya_Partenope_titlepage.jpg	image was found in the Commons category linked in the Wikidata item
3rd_parallel_south	Blue_Marble_Next_Generation_+_topography_+_bathymetry.jpg	image was found in the same article for the following wikis: trwiki
Al-Hindiya	TuwarijMashaya.JPG	image was found in the same article for the following wikis: itwiki
Quem_quaeritis?	Signorelli-crucifixion.jpg	image was found in the same article for the following wikis: cawiki,eswiki
M3U	VLC_m3u.png	image was found in the same article for the following wikis: ptwiki
Bestâmi_Yazgan	Şair Bestami Yazgan.jpg	image was in the Wikidata item
Hedströmmen	Uttersberg_-_KMB_-_16000300024551.jpg	image was found in the Commons category linked in the Wikidata item
Scott_Asheton	Iggy and The Stooges - 4573036042.jpg	image was in the Wikidata item
1907_in_literature	Alte_Buecher.JPG	image was found in the same article for the following wikis: svwiki
Honghe_County	红河县位置图.jpg	image was found in the same article for the following wikis: ruwiki,frwiki,viwiki,jawiki
Massala_(moth)	Panneau_jumelage_bagnolet.jpg	image was found in the same article for the following wikis: viwiki
Spain_in_the_Eurovision_Song_Contest_1969	Teatre_balear3.jpg	image was found in the same article for the following wikis: eswiki
Vasip_Şahin	Vasip Şahin.png	image was in the Wikidata item
Canton_of_Yzeure	Logo_Yzeure.jpg	image was found in the Commons category linked in the Wikidata item
Whistley_Green	Whistley Green - geograph.org.uk - 3349.jpg	image was in the Wikidata item
Flaminio_Filonardi	Ennio_Filonardi_COA.jpg	image was found in the same article for the following wikis: itwiki
Aplastic_anemia	Mutation-of-the-Diamond-Blackfan-Anemia-Gene-Rps7-in-Mouse-Results-in-Morphological-and-pgen.1003094.s016.ogv	image was found in the Commons category linked in the Wikidata item
Chilete_District	Portal_de_Bienvenida_-_Tembladera.jpg	image was found in the same article for the following wikis: quwiki
2007_in_Albania	Miners_protest_Tirana_img_1252.jpg	image was found in the Commons category linked in the Wikidata item
Piret_Raud	PiretRaud.JPG	image was in the Wikidata item
Berfu_Cengiz	Berfu Cengiz (32106983387).jpg	image was in the Wikidata item
Hauknes	Norske_landsdeler_H.png	image was found in the same article for the following wikis: mswiki
Hypsicles	Kitab_isqilawus.png	image was found in the same article for the following wikis: arwiki
Plessé	Plesse-44 mam.jpg	image was in the Wikidata item
Jastrząb	Accipiter_nisus_1_(Martin_Mecnarowski).jpg	image was found in the same article for the following wikis: plwiktionary
2008_Challenge_Tour	Taco_Remkes_wint_Houtrak_2008.jpg	image was found in the same article for the following wikis: nlwiki
Rudra_(film)	Rudra.gif	image was found in the same article for the following wikis: knwiki
Tennis_at_the_1988_Summer_Olympics_–_Women's_singles	Seoul_Olympic_Tennis_Courts.jpg	image was found in the same article for the following wikis: nlwiki
Durand_(surname)	Peter_Durand_-_CH-BAR_-_30313858.tif	image was found in the Commons category linked in the Wikidata item
Marco_Antonio_Órdenes_Fernández	Escudo_de_Marco_Órdenes,_obispo_de_Iquique.svg	image was found in the Commons category linked in the Wikidata item
Count_Julian_(novel)	Juan-goytisolo.jpg	image was found in the same article for the following wikis: eowiki
Alexia_discography	Alexia_Live_agosto_2010.jpg	image was found in the same article for the following wikis: dewiki
Battle_of_Dofas	Yemen-Abyan.png	image was found in the same article for the following wikis: arwiki
Reptilian_conspiracy_theory	Fear_is_your_reptilian_brain_(2839799887).jpg	image was found in the Commons category linked in the Wikidata item
